product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P1920,09-07-2026,S4,350,15,14,64,No,Medium,Yes
P1921,10-07-2026,S2,411,107,2,99,Yes,High,No
P1922,11-07-2026,S10,458,65,12,78,Yes,High,No
P1923,12-07-2026,S5,490,72,13,77,No,Low,No
P1924,13-07-2026,S10,320,29,3,90,No,High,Yes
P1925,14-07-2026,S1,48,16,10,92,Yes,Low,No
P1926,15-07-2026,S6,174,30,9,77,No,Medium,No
P1927,16-07-2026,S13,51,106,13,98,Yes,High,No
P1928,17-07-2026,S15,101,114,14,75,No,High,No
P1929,18-07-2026,S4,215,16,9,75,No,Medium,No
P1930,19-07-2026,S13,437,47,10,97,No,Low,No
P1931,20-07-2026,S20,187,55,2,66,No,High,Yes
P1932,21-07-2026,S15,56,41,14,73,No,Medium,No
P1933,22-07-2026,S8,46,50,3,84,No,High,Yes
P1934,23-07-2026,S5,158,57,14,91,Yes,Low,No
P1935,24-07-2026,S15,488,92,4,97,Yes,Low,No
P1936,25-07-2026,S4,173,84,9,81,Yes,Low,No
P1937,26-07-2026,S12,241,17,3,75,No,Low,No
P1938,27-07-2026,S13,281,93,13,88,No,Medium,No
P1939,28-07-2026,S2,240,58,7,75,No,High,No
P1940,29-07-2026,S19,369,61,12,71,No,Medium,No
P1941,30-07-2026,S19,4,8,3,76,Yes,Low,No
P1942,31-07-2026,S4,83,79,7,96,No,Low,No
P1943,01-08-2026,S4,307,100,7,86,No,Low,No
P1944,02-08-2026,S11,360,53,9,84,No,Low,No
P1945,03-08-2026,S5,458,11,2,72,Yes,High,No
P1946,04-08-2026,S20,247,114,13,67,No,Low,No
P1947,05-08-2026,S11,53,15,6,64,No,High,No
P1948,06-08-2026,S10,160,96,9,71,No,Low,No
P1949,07-08-2026,S8,433,58,12,62,No,High,No
P1950,08-08-2026,S6,421,109,12,94,No,High,Yes
P1951,09-08-2026,S6,410,91,2,92,Yes,Low,No
P1952,10-08-2026,S8,225,49,2,81,Yes,Medium,No
P1953,11-08-2026,S15,14,27,13,68,Yes,Medium,No
P1954,12-08-2026,S14,223,118,14,77,Yes,Medium,No
P1955,13-08-2026,S11,60,32,5,88,No,Medium,No
P1956,14-08-2026,S12,121,111,10,98,No,Medium,No
P1957,15-08-2026,S13,276,115,10,86,No,Low,No
P1958,16-08-2026,S8,45,61,12,95,Yes,Low,No
P1959,17-08-2026,S18,452,30,10,76,No,Low,No
P1960,18-08-2026,S1,389,29,8,93,Yes,Low,Yes
P1961,19-08-2026,S15,293,58,11,62,Yes,Low,Yes
P1962,20-08-2026,S8,61,33,9,64,No,Low,No
P1963,21-08-2026,S11,85,87,2,73,No,High,No
P1964,22-08-2026,S12,445,101,5,62,No,High,Yes
P1965,23-08-2026,S12,209,40,14,82,Yes,Low,No
P1966,24-08-2026,S4,77,18,7,98,No,Low,No
P1967,25-08-2026,S16,201,82,6,89,Yes,High,Yes
P1968,26-08-2026,S4,301,39,6,82,Yes,High,No
P1969,27-08-2026,S5,396,34,7,86,No,Low,No
P1970,28-08-2026,S5,222,96,3,69,Yes,High,No
P1971,29-08-2026,S8,221,21,13,84,Yes,Medium,Yes
P1972,30-08-2026,S10,2,71,3,72,No,Medium,Yes
P1973,31-08-2026,S17,477,84,10,75,No,Medium,No
P1974,01-09-2026,S9,5,114,9,93,No,High,No
P1975,02-09-2026,S19,92,34,14,96,No,Low,No
P1976,03-09-2026,S14,7,97,8,81,Yes,Low,No
P1977,04-09-2026,S8,427,49,5,76,Yes,Low,Yes
P1978,05-09-2026,S9,492,83,6,82,Yes,High,No
P1979,06-09-2026,S11,234,114,11,95,No,High,No
P1980,07-09-2026,S1,107,93,12,68,No,Medium,No
P1981,08-09-2026,S14,160,55,10,61,No,High,No
P1982,09-09-2026,S5,208,106,1,91,No,Medium,No
P1983,10-09-2026,S14,239,110,10,81,Yes,Medium,No
P1984,11-09-2026,S4,330,51,12,72,No,Low,No
P1985,12-09-2026,S1,332,57,1,67,Yes,High,No
P1986,13-09-2026,S19,49,68,4,60,No,Low,No
P1987,14-09-2026,S8,10,42,2,76,No,Low,No
P1988,15-09-2026,S15,350,68,11,71,No,High,Yes
P1989,16-09-2026,S15,155,91,7,63,No,High,Yes
P1990,17-09-2026,S9,491,93,2,72,No,Medium,No
P1991,18-09-2026,S9,69,110,10,90,Yes,Medium,No
P1992,19-09-2026,S10,168,11,2,66,Yes,Medium,No
P1993,20-09-2026,S20,271,26,5,82,No,Medium,No
P1994,21-09-2026,S9,67,85,4,83,Yes,Low,No
P1995,22-09-2026,S3,354,86,8,64,No,Low,Yes
P1996,23-09-2026,S20,251,117,4,64,No,High,No
P1997,24-09-2026,S11,47,45,14,76,No,Medium,No
P1998,25-09-2026,S6,183,78,12,89,No,Medium,No
P1999,26-09-2026,S2,319,14,6,68,Yes,Medium,No
P2000,27-09-2026,S7,186,61,5,65,No,Low,No
P2001,28-09-2026,S18,89,11,11,84,No,High,No
P2002,29-09-2026,S2,445,116,14,78,No,Low,No
P2003,30-09-2026,S17,331,54,2,75,Yes,High,Yes
P2004,01-10-2026,S11,138,106,11,80,No,High,No
P2005,02-10-2026,S12,356,95,13,61,Yes,Low,No
P2006,03-10-2026,S19,88,56,12,69,No,Low,No
P2007,04-10-2026,S7,273,37,14,75,Yes,High,No
P2008,05-10-2026,S20,18,5,8,96,No,Low,No
P2009,06-10-2026,S6,470,112,2,74,No,Low,No
P2010,07-10-2026,S1,310,57,9,72,Yes,High,No
P2011,08-10-2026,S17,357,64,9,72,Yes,High,No
P2012,09-10-2026,S11,373,38,3,91,No,Medium,No
P2013,10-10-2026,S18,465,8,4,67,Yes,Low,No
P2014,11-10-2026,S17,153,21,8,77,No,High,No
P2015,12-10-2026,S7,389,8,9,95,No,Low,No
P2016,13-10-2026,S17,259,47,3,85,No,Low,No
P2017,14-10-2026,S20,107,94,5,69,No,High,Yes
P2018,15-10-2026,S9,370,8,11,90,Yes,Medium,No
P2019,16-10-2026,S17,284,5,8,92,Yes,High,No
P2020,17-10-2026,S20,58,75,3,88,Yes,High,No
P2021,18-10-2026,S8,124,98,7,64,No,Low,No
P2022,19-10-2026,S17,353,54,11,72,No,Medium,No
P2023,20-10-2026,S7,272,77,8,60,No,High,No
P2024,21-10-2026,S1,106,65,10,82,Yes,Low,No
P2025,22-10-2026,S13,298,39,11,99,No,High,No
P2026,23-10-2026,S19,244,12,14,62,No,Low,No
P2027,24-10-2026,S19,335,28,3,62,No,High,Yes
P2028,25-10-2026,S17,449,87,2,66,No,Medium,No
P2029,26-10-2026,S13,417,40,10,95,No,High,Yes
P2030,27-10-2026,S16,246,54,13,94,Yes,Low,No
P2031,28-10-2026,S8,7,47,7,74,No,High,No
P2032,29-10-2026,S19,140,31,12,99,No,Medium,No
P2033,30-10-2026,S18,361,36,9,62,No,Medium,Yes
P2034,31-10-2026,S1,7,82,1,88,No,Medium,Yes
P2035,01-11-2026,S14,477,22,3,89,Yes,Medium,No
P2036,02-11-2026,S19,351,32,5,98,No,Low,No
P2037,03-11-2026,S15,483,33,3,77,No,High,No
P2038,04-11-2026,S18,494,20,1,70,Yes,Medium,Yes
P2039,05-11-2026,S2,93,103,7,97,No,High,Yes
P2040,06-11-2026,S17,320,51,7,99,No,Low,No
P2041,07-11-2026,S18,426,63,10,60,No,High,Yes
P2042,08-11-2026,S6,38,35,12,88,No,High,No
P2043,09-11-2026,S19,80,8,8,69,No,Medium,No
P2044,10-11-2026,S4,186,41,5,87,Yes,Medium,Yes
P2045,11-11-2026,S1,83,21,10,90,No,Low,Yes
P2046,12-11-2026,S8,87,43,12,78,No,High,Yes
P2047,13-11-2026,S7,241,52,5,62,No,Low,No
P2048,14-11-2026,S3,341,50,5,95,No,Low,No
P2049,15-11-2026,S10,92,94,1,74,No,Low,No
P2050,16-11-2026,S10,85,52,10,92,Yes,Medium,No
P2051,17-11-2026,S19,43,43,5,85,Yes,Medium,No
P2052,18-11-2026,S14,136,109,6,75,No,High,Yes
P2053,19-11-2026,S2,420,8,13,95,No,High,No
P2054,20-11-2026,S1,73,34,12,92,No,High,No
P2055,21-11-2026,S18,35,34,1,79,No,Medium,No
P2056,22-11-2026,S7,100,26,11,72,No,Medium,No
P2057,23-11-2026,S8,475,79,7,92,No,Low,No
P2058,24-11-2026,S1,155,70,1,64,No,Medium,Yes
P2059,25-11-2026,S3,425,112,11,96,No,Low,No
P2060,26-11-2026,S8,254,16,2,73,No,Low,No
P2061,27-11-2026,S15,170,98,2,86,No,Medium,No
P2062,28-11-2026,S5,468,40,5,82,Yes,Low,No
P2063,29-11-2026,S3,215,22,14,73,No,Low,No
P2064,30-11-2026,S19,169,94,10,99,Yes,High,No
P2065,01-12-2026,S1,251,57,13,63,Yes,Low,No
P2066,02-12-2026,S15,359,75,7,98,Yes,Medium,No
P2067,03-12-2026,S8,321,5,1,78,Yes,Medium,No
P2068,04-12-2026,S2,54,62,10,63,No,Low,No
P2069,05-12-2026,S3,455,94,1,89,Yes,High,No
P2070,06-12-2026,S14,431,91,1,78,Yes,Medium,No
P2071,07-12-2026,S14,90,94,6,90,No,Medium,No
P2072,08-12-2026,S11,277,113,2,90,No,High,No
P2073,09-12-2026,S16,100,10,1,68,Yes,Low,No
P2074,10-12-2026,S4,154,74,6,72,No,Medium,No
P2075,11-12-2026,S20,376,48,14,73,No,Low,No
P2076,12-12-2026,S5,348,76,2,69,No,Low,Yes
P2077,13-12-2026,S14,450,28,6,90,No,Low,No
P2078,14-12-2026,S16,363,90,10,96,Yes,Low,No
P2079,15-12-2026,S18,140,23,8,82,No,Medium,No
P2080,16-12-2026,S7,172,105,2,86,No,High,No
P2081,17-12-2026,S10,9,22,11,65,Yes,Medium,Yes
P2082,18-12-2026,S7,227,99,9,85,No,High,No
P2083,19-12-2026,S1,264,105,8,61,No,Low,Yes
P2084,20-12-2026,S19,437,34,12,72,No,High,No
P2085,21-12-2026,S16,247,46,10,78,No,Low,No
P2086,22-12-2026,S19,246,37,1,60,No,Medium,No
P2087,23-12-2026,S4,154,78,7,99,No,Medium,No
P2088,24-12-2026,S18,33,105,14,91,No,High,No
P2089,25-12-2026,S2,498,16,13,81,No,Low,No
P2090,26-12-2026,S1,128,98,10,88,No,Low,Yes
P2091,27-12-2026,S15,159,31,6,61,No,High,No
P2092,28-12-2026,S5,88,43,14,99,No,Low,No
P2093,29-12-2026,S20,92,13,6,97,No,Low,Yes
P2094,30-12-2026,S11,326,25,6,70,No,Low,No
P2095,31-12-2026,S10,240,80,6,76,No,Medium,No
P2096,01-01-2027,S2,322,33,10,67,No,Medium,Yes
P2097,02-01-2027,S3,467,37,7,81,Yes,Medium,No
P2098,03-01-2027,S12,403,111,12,63,No,Low,Yes
P2099,04-01-2027,S20,116,66,3,70,Yes,Medium,No
P2100,05-01-2027,S5,93,19,14,67,Yes,Low,No
P2101,06-01-2027,S5,162,6,6,68,Yes,Low,No
P2102,07-01-2027,S6,98,56,3,85,No,High,No
P2103,08-01-2027,S9,112,107,7,61,No,Low,Yes
P2104,09-01-2027,S2,358,48,7,75,No,Medium,No
P2105,10-01-2027,S12,90,58,8,90,No,Medium,No
P2106,11-01-2027,S3,345,22,2,65,No,Low,Yes
P2107,12-01-2027,S20,205,7,9,80,No,Medium,No
P2108,13-01-2027,S12,16,11,13,85,No,Low,Yes
P2109,14-01-2027,S17,273,47,5,78,No,High,No
P2110,15-01-2027,S10,172,86,9,87,No,Low,No
P2111,16-01-2027,S14,115,112,10,67,No,Low,Yes
P2112,17-01-2027,S17,348,42,5,73,No,High,No
P2113,18-01-2027,S18,467,41,7,83,No,Medium,No
P2114,19-01-2027,S19,180,62,11,96,No,High,No
P2115,20-01-2027,S17,90,37,9,85,Yes,High,No
P2116,21-01-2027,S14,81,112,4,90,Yes,Low,Yes
P2117,22-01-2027,S9,323,63,2,91,No,Low,No
P2118,23-01-2027,S8,448,99,9,61,Yes,High,No
P2119,24-01-2027,S2,113,15,13,84,No,Medium,Yes
P2120,25-01-2027,S13,256,72,2,61,Yes,High,No
P2121,26-01-2027,S7,57,86,3,60,No,Medium,No
P2122,27-01-2027,S9,153,72,10,95,Yes,High,Yes
P2123,28-01-2027,S11,364,117,2,71,No,High,No
P2124,29-01-2027,S14,403,102,3,68,No,Medium,No
P2125,30-01-2027,S4,115,97,6,95,Yes,High,Yes
P2126,31-01-2027,S13,342,92,3,87,No,Low,No
P2127,01-02-2027,S2,265,26,10,97,Yes,High,No
P2128,02-02-2027,S5,314,70,8,92,No,Low,Yes
P2129,03-02-2027,S11,202,48,11,81,No,Medium,No
P2130,04-02-2027,S6,40,10,6,84,Yes,Medium,No
P2131,05-02-2027,S18,104,46,7,77,No,Low,No
P2132,06-02-2027,S10,388,29,1,65,No,High,No
P2133,07-02-2027,S4,377,61,3,77,No,Low,No
P2134,08-02-2027,S9,192,89,3,75,No,Low,Yes
P2135,09-02-2027,S6,400,59,2,74,Yes,Medium,No
P2136,10-02-2027,S2,277,20,7,67,No,Low,Yes
P2137,11-02-2027,S17,353,99,9,72,Yes,High,No
P2138,12-02-2027,S5,236,18,4,66,Yes,Low,Yes
P2139,13-02-2027,S6,424,43,12,76,Yes,Medium,No
P2140,14-02-2027,S12,220,32,5,91,Yes,High,No
P2141,15-02-2027,S10,67,100,3,81,No,Medium,No
P2142,16-02-2027,S6,196,96,11,72,No,Low,No
P2143,17-02-2027,S8,255,55,9,82,No,Low,Yes
P2144,18-02-2027,S2,138,53,14,88,Yes,Medium,No
P2145,19-02-2027,S12,311,13,4,81,No,Medium,No
P2146,20-02-2027,S13,434,62,5,60,No,High,No
P2147,21-02-2027,S7,148,49,1,88,Yes,Medium,No
P2148,22-02-2027,S10,98,26,11,64,No,Medium,No
P2149,23-02-2027,S13,75,36,12,94,No,Low,Yes
P2150,24-02-2027,S17,281,73,13,69,No,Low,No
P2151,25-02-2027,S14,370,91,2,78,No,Medium,No
P2152,26-02-2027,S2,402,73,12,96,No,Medium,No
P2153,27-02-2027,S11,108,46,13,66,No,Low,No
P2154,28-02-2027,S1,187,57,9,94,Yes,High,No
P2155,01-03-2027,S19,198,100,2,72,No,High,No
P2156,02-03-2027,S4,302,63,5,69,Yes,High,Yes
P2157,03-03-2027,S19,326,78,13,61,No,High,Yes
P2158,04-03-2027,S11,153,43,8,65,No,Low,No
P2159,05-03-2027,S8,39,19,3,67,No,Medium,Yes
P2160,06-03-2027,S11,132,75,6,95,No,High,No
P2161,07-03-2027,S4,404,33,4,84,No,Low,Yes
P2162,08-03-2027,S17,461,115,11,99,No,Medium,Yes
P2163,09-03-2027,S7,131,7,7,66,No,High,No
P2164,10-03-2027,S8,278,87,10,82,No,Medium,No
P2165,11-03-2027,S3,361,14,14,78,No,High,No
P2166,12-03-2027,S2,83,96,13,81,Yes,Medium,No
P2167,13-03-2027,S15,398,33,3,72,No,High,No
P2168,14-03-2027,S5,241,83,6,80,No,High,No
P2169,15-03-2027,S1,115,39,12,60,Yes,Medium,No
P2170,16-03-2027,S4,108,10,10,78,No,Medium,No
P2171,17-03-2027,S15,220,16,9,92,No,Medium,No
P2172,18-03-2027,S20,391,115,11,63,No,Low,No
P2173,19-03-2027,S19,40,42,10,62,No,Low,Yes
P2174,20-03-2027,S3,367,81,1,86,No,Medium,Yes
P2175,21-03-2027,S20,146,97,3,94,No,Low,No
P2176,22-03-2027,S11,111,23,2,87,No,High,No
P2177,23-03-2027,S17,102,71,8,65,Yes,Medium,No
P2178,24-03-2027,S13,45,12,7,65,Yes,Low,No
P2179,25-03-2027,S11,411,12,2,82,No,Medium,No
P2180,26-03-2027,S2,493,88,6,92,No,High,No
P2181,27-03-2027,S9,474,51,3,75,Yes,High,No
P2182,28-03-2027,S2,323,8,8,83,No,Low,No
P2183,29-03-2027,S9,377,55,10,64,Yes,High,No
P2184,30-03-2027,S9,270,89,13,72,No,Medium,Yes
P2185,31-03-2027,S8,482,71,3,71,Yes,Low,No
P2186,01-04-2027,S17,420,49,10,64,Yes,Medium,No
P2187,02-04-2027,S1,384,12,14,96,Yes,Medium,No
P2188,03-04-2027,S11,194,91,9,90,No,Medium,No
P2189,04-04-2027,S8,366,20,1,87,No,High,No
P2190,05-04-2027,S10,279,81,5,87,Yes,Medium,Yes
P2191,06-04-2027,S7,282,71,3,89,No,High,No
P2192,07-04-2027,S3,39,116,6,77,Yes,Medium,No
P2193,08-04-2027,S3,446,13,10,86,No,High,Yes
P2194,09-04-2027,S18,188,64,2,94,No,High,No
P2195,10-04-2027,S5,163,82,9,85,No,High,No
P2196,11-04-2027,S12,481,81,6,98,No,Medium,No
P2197,12-04-2027,S12,476,75,7,77,Yes,Medium,No
P2198,13-04-2027,S19,23,19,5,92,No,High,Yes
P2199,14-04-2027,S6,23,75,9,84,No,Medium,No
P2200,15-04-2027,S2,489,106,1,90,No,High,No
P2201,16-04-2027,S12,3,102,5,96,Yes,Medium,No
P2202,17-04-2027,S19,322,45,11,61,No,High,No
P2203,18-04-2027,S5,289,26,10,92,No,High,No
P2204,19-04-2027,S12,440,28,11,98,No,Low,No
P2205,20-04-2027,S17,432,117,6,91,Yes,Medium,No
P2206,21-04-2027,S17,470,105,7,77,No,Medium,No
P2207,22-04-2027,S10,180,48,12,76,Yes,Low,No
P2208,23-04-2027,S17,247,5,4,93,No,High,No
P2209,24-04-2027,S15,115,14,12,98,Yes,High,No
P2210,25-04-2027,S12,278,111,13,66,No,Low,No
P2211,26-04-2027,S16,364,84,1,94,No,Low,No
P2212,27-04-2027,S19,68,114,11,89,Yes,High,Yes
P2213,28-04-2027,S8,350,76,8,71,Yes,Medium,No
P2214,29-04-2027,S17,253,60,10,94,Yes,Low,No
P2215,30-04-2027,S5,180,117,4,70,No,Low,No
P2216,01-05-2027,S16,317,93,3,63,No,Low,No
P2217,02-05-2027,S6,168,54,12,84,No,Low,No
P2218,03-05-2027,S8,312,16,7,91,Yes,Low,No
P2219,04-05-2027,S18,248,93,12,79,No,Low,Yes
P2220,05-05-2027,S12,187,85,2,90,No,High,No
P2221,06-05-2027,S15,53,64,8,63,No,High,No
P2222,07-05-2027,S9,325,30,14,97,No,Low,No
P2223,08-05-2027,S13,356,114,6,60,No,High,No
P2224,09-05-2027,S15,312,116,7,62,No,Medium,No
P2225,10-05-2027,S10,137,82,14,96,No,Medium,No
P2226,11-05-2027,S16,167,45,5,81,Yes,Low,Yes
P2227,12-05-2027,S7,390,40,9,76,Yes,Medium,No
P2228,13-05-2027,S17,102,27,5,73,No,Medium,No
P2229,14-05-2027,S7,421,47,11,94,No,High,No
P2230,15-05-2027,S14,84,10,5,72,Yes,High,Yes
P2231,16-05-2027,S15,316,115,3,94,Yes,High,No
P2232,17-05-2027,S7,211,73,11,61,No,High,No
P2233,18-05-2027,S9,2,47,1,72,No,Medium,Yes
P2234,19-05-2027,S19,383,29,2,75,Yes,Low,No
P2235,20-05-2027,S16,178,22,8,77,No,High,Yes
P2236,21-05-2027,S8,341,66,1,66,No,Medium,No
P2237,22-05-2027,S18,302,17,7,95,No,High,No
P2238,23-05-2027,S18,451,47,14,89,Yes,Medium,No
P2239,24-05-2027,S20,475,82,14,66,No,High,No
P2240,25-05-2027,S7,331,32,5,74,No,Low,No
P2241,26-05-2027,S3,37,22,3,99,Yes,High,No
P2242,27-05-2027,S18,498,63,12,78,No,Low,No
P2243,28-05-2027,S10,419,64,12,96,No,High,No
P2244,29-05-2027,S7,238,67,11,61,Yes,High,No
P2245,30-05-2027,S17,168,61,7,72,No,High,No
P2246,31-05-2027,S14,452,96,9,99,Yes,Medium,No
P2247,01-06-2027,S3,396,55,2,90,Yes,Medium,Yes
P2248,02-06-2027,S12,342,60,8,75,No,Low,Yes
P2249,03-06-2027,S13,313,31,9,65,Yes,Low,No
P2250,04-06-2027,S2,305,36,11,87,No,Medium,No
P2251,05-06-2027,S3,29,115,3,91,No,Low,No
P2252,06-06-2027,S5,189,13,2,69,Yes,Low,No
P2253,07-06-2027,S11,356,108,7,77,Yes,Medium,No
P2254,08-06-2027,S8,24,100,5,63,No,Medium,No
P2255,09-06-2027,S12,111,88,5,68,No,Medium,Yes
P2256,10-06-2027,S7,410,96,10,66,Yes,Medium,No
P2257,11-06-2027,S15,434,101,5,67,Yes,High,Yes
P2258,12-06-2027,S17,205,72,4,66,No,Medium,No
P2259,13-06-2027,S4,184,50,13,99,Yes,Low,No
P2260,14-06-2027,S13,381,102,5,62,No,High,No
P2261,15-06-2027,S18,495,116,13,76,No,High,No
P2262,16-06-2027,S1,378,71,4,61,No,Low,Yes
P2263,17-06-2027,S16,46,30,13,74,Yes,High,No
P2264,18-06-2027,S13,373,12,6,88,Yes,Low,No
P2265,19-06-2027,S10,227,10,4,81,No,High,No
P2266,20-06-2027,S12,38,84,2,63,Yes,High,No
P2267,21-06-2027,S2,15,28,9,65,Yes,Low,No
P2268,22-06-2027,S3,21,52,2,97,No,Low,No
P2269,23-06-2027,S10,212,107,9,85,Yes,Low,Yes
P2270,24-06-2027,S2,309,98,10,70,No,Low,Yes
P2271,25-06-2027,S13,148,49,6,85,No,Medium,Yes
P2272,26-06-2027,S13,455,17,9,76,No,Medium,No
P2273,27-06-2027,S18,240,73,9,83,No,Low,No
P2274,28-06-2027,S3,271,29,3,87,No,Medium,No
P2275,29-06-2027,S7,58,24,1,94,Yes,Low,No
P2276,30-06-2027,S14,286,86,1,90,No,Low,Yes
P2277,01-07-2027,S20,425,115,3,72,No,High,Yes
P2278,02-07-2027,S17,201,86,5,94,No,Low,No
P2279,03-07-2027,S12,31,70,13,75,Yes,Low,Yes
P2280,04-07-2027,S16,442,78,3,74,No,Low,No
P2281,05-07-2027,S12,161,49,12,77,No,Low,No
P2282,06-07-2027,S15,254,118,9,96,No,High,No
P2283,07-07-2027,S10,253,51,9,86,No,Low,No
P2284,08-07-2027,S7,8,67,3,94,No,High,No
P2285,09-07-2027,S20,464,80,3,94,No,Low,No
P2286,10-07-2027,S5,138,115,12,87,No,High,Yes
P2287,11-07-2027,S1,479,81,14,98,Yes,Medium,No
P2288,12-07-2027,S17,9,118,5,97,Yes,High,Yes
P2289,13-07-2027,S3,213,115,2,68,No,High,Yes
P2290,14-07-2027,S13,272,59,6,71,No,Low,No
P2291,15-07-2027,S14,323,79,7,74,No,High,No
P2292,16-07-2027,S18,47,23,13,80,Yes,High,Yes
P2293,17-07-2027,S4,435,39,9,94,Yes,Low,Yes
P2294,18-07-2027,S18,110,107,6,92,Yes,Medium,Yes
P2295,19-07-2027,S5,152,57,3,78,No,Medium,No
P2296,20-07-2027,S16,122,30,12,82,No,Medium,No
P2297,21-07-2027,S1,404,114,5,72,Yes,High,Yes
P2298,22-07-2027,S14,356,18,4,60,No,Low,No
P2299,23-07-2027,S15,101,49,5,88,No,Medium,No
P2300,24-07-2027,S9,240,48,8,83,Yes,Medium,No
P2301,25-07-2027,S15,320,92,8,75,No,Medium,No
P2302,26-07-2027,S17,190,109,6,84,No,Medium,No
P2303,27-07-2027,S4,216,69,1,82,Yes,Low,No
P2304,28-07-2027,S12,50,55,8,87,Yes,Medium,No
P2305,29-07-2027,S5,291,47,8,75,Yes,High,Yes
P2306,30-07-2027,S5,80,90,2,97,No,High,No
P2307,31-07-2027,S11,488,27,4,70,No,Low,No
P2308,01-08-2027,S6,382,60,12,62,No,Medium,Yes
P2309,02-08-2027,S7,87,23,2,74,Yes,Medium,No
P2310,03-08-2027,S14,193,86,4,60,No,High,Yes
P2311,04-08-2027,S11,103,80,12,66,No,Low,No
P2312,05-08-2027,S13,270,59,13,60,No,High,Yes
P2313,06-08-2027,S2,95,96,13,91,No,Low,No
P2314,07-08-2027,S7,422,96,10,68,No,Low,No
P2315,08-08-2027,S20,378,64,7,88,No,Low,No
P2316,09-08-2027,S4,197,63,9,85,No,High,No
P2317,10-08-2027,S8,0,37,14,82,No,Low,No
P2318,11-08-2027,S20,494,23,14,88,Yes,High,Yes
P2319,12-08-2027,S19,406,32,8,97,No,High,No
P2320,13-08-2027,S13,377,56,12,92,No,Medium,Yes
P2321,14-08-2027,S14,166,53,9,66,No,High,No
P2322,15-08-2027,S10,125,41,8,71,Yes,High,No
P2323,16-08-2027,S11,312,30,2,90,Yes,Medium,No
P2324,17-08-2027,S2,80,103,7,91,Yes,Medium,No
P2325,18-08-2027,S9,417,102,2,79,Yes,Medium,Yes
P2326,19-08-2027,S17,250,103,13,76,No,Low,No
P2327,20-08-2027,S3,168,44,12,95,No,Low,No
P2328,21-08-2027,S6,476,84,11,62,Yes,Medium,Yes
P2329,22-08-2027,S5,72,42,2,60,Yes,Low,No
P2330,23-08-2027,S5,140,81,4,86,No,Medium,No
P2331,24-08-2027,S15,69,91,1,99,Yes,Low,No
P2332,25-08-2027,S17,261,58,5,92,No,High,No
P2333,26-08-2027,S9,339,26,6,79,Yes,Low,Yes
P2334,27-08-2027,S3,307,20,9,73,Yes,Low,No
P2335,28-08-2027,S20,244,32,10,95,Yes,High,No
P2336,29-08-2027,S17,2,116,8,64,Yes,Medium,Yes
P2337,30-08-2027,S10,336,39,2,82,No,Low,No
P2338,31-08-2027,S3,62,64,1,74,Yes,Low,Yes
P2339,01-09-2027,S18,48,49,2,65,No,High,No
P2340,02-09-2027,S18,75,50,7,92,No,High,Yes
P2341,03-09-2027,S17,367,76,4,78,Yes,High,No
P2342,04-09-2027,S3,174,112,10,72,Yes,High,No
P2343,05-09-2027,S3,108,59,5,88,No,Medium,No
P2344,06-09-2027,S6,182,90,12,65,No,Low,Yes
P2345,07-09-2027,S13,191,89,7,74,No,Low,No
P2346,08-09-2027,S15,64,30,3,75,Yes,Low,No
P2347,09-09-2027,S9,336,108,10,83,Yes,Low,No
P2348,10-09-2027,S4,450,89,2,82,Yes,Medium,No
P2349,11-09-2027,S14,473,29,13,69,No,Low,No
P2350,12-09-2027,S5,270,109,7,76,No,Medium,No
P2351,13-09-2027,S2,99,69,5,89,No,Medium,Yes
P2352,14-09-2027,S11,31,10,14,69,No,High,No
P2353,15-09-2027,S9,351,27,1,78,Yes,High,Yes
P2354,16-09-2027,S3,127,119,1,88,No,Low,No
P2355,17-09-2027,S9,451,68,9,61,No,Medium,Yes
P2356,18-09-2027,S3,401,91,5,95,Yes,High,No
P2357,19-09-2027,S2,368,47,1,78,No,Medium,No
P2358,20-09-2027,S12,338,111,7,66,No,High,Yes
P2359,21-09-2027,S10,42,27,9,85,No,Medium,No
P2360,22-09-2027,S9,371,100,11,74,No,Low,No
P2361,23-09-2027,S15,418,34,1,97,Yes,Low,Yes
P2362,24-09-2027,S8,487,81,10,62,No,Medium,No
P2363,25-09-2027,S5,77,111,14,97,Yes,High,No
P2364,26-09-2027,S11,313,22,13,75,No,High,No
P2365,27-09-2027,S2,288,91,4,61,Yes,Low,No
P2366,28-09-2027,S15,269,83,14,90,No,Low,No
P2367,29-09-2027,S6,161,101,3,87,No,Low,No
P2368,30-09-2027,S8,188,25,5,66,No,High,No
P2369,01-10-2027,S5,246,61,7,89,Yes,High,No
P2370,02-10-2027,S16,387,107,8,66,Yes,Low,No
P2371,03-10-2027,S18,215,27,13,95,No,Medium,No
P2372,04-10-2027,S6,314,95,2,88,No,High,No
P2373,05-10-2027,S5,412,49,7,83,No,Low,No
P2374,06-10-2027,S16,338,48,14,98,Yes,Medium,Yes
P2375,07-10-2027,S13,389,86,14,63,No,High,Yes
P2376,08-10-2027,S5,376,92,1,88,No,Medium,No
P2377,09-10-2027,S13,480,119,7,64,No,Medium,Yes
P2378,10-10-2027,S17,432,51,8,88,No,High,No
P2379,11-10-2027,S18,167,44,2,89,No,Low,Yes
P2380,12-10-2027,S8,338,55,9,88,Yes,Medium,Yes
P2381,13-10-2027,S13,192,46,1,85,Yes,Low,Yes
